Type,Text,C3,C4,C5
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,,,
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",,,
ham,You intrepid duo you! Have a great time and see you both soon. ,,,
ham,I went to ur hon lab but no one is there.,,,
ham,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",,,
ham,You want to go? ,,,
ham,Sounds like something that someone testing me would sayy,,,
ham,Well then you have a great weekend!,,,
ham,Missing you too.pray inshah allah,,,
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,,,
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",,,
ham,Gud mrng dear hav a nice day,,,
ham,R u here yet? I'm wearing blue shirt n black pants.,,,
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,,,
ham,I AM AT THE GAS STATION. GO THERE.,,,
ham,That is wondar full flim.,,,
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,,,
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",,,
ham,You've always been the brainy one.,,,
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
ham,I thank you so much for all you do with selflessness. I love you plenty.,,,
ham,Aight what time you want me to come up?,,,
ham,Haiyoh... Maybe your hamster was jealous of million,,,
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a �250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop�1.50/week,,,
ham,LOL ... No just was busy,,,
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",,,
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",,,
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",,,
ham,Oh yeah clearly it's my fault,,,
ham,Thanx a lot 4 ur help!,,,
ham,Yar else i'll thk of all sorts of funny things.,,,
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,,,
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,,,
ham,Yup... Ok i go home look at the timings then i msg �_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,,,
ham,Asking do u knw them or nt? May be ur frnds or classmates?,,,
ham,Yup no more already... Thanx 4 printing n handing it up.,,,
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,,,
ham,Nope i'll come online now..,,,
ham,What type of stuff do you sing?,,,
ham,There are no other charges after transfer charges and you can withdraw anyhow you like,,,
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,,,
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,,,
ham,Watching tv now. I got new job :),,,
ham,Good night my dear.. Sleepwell&amp;Take care,,,
ham,"Yeah I am, so I'll leave maybe 7ish?",,,
ham,"Its ok, if anybody asks abt me, u tel them..:-P",,,
spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",,,
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,,,
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,,,
ham,You can jot down things you want to remember later.,,,
ham,I am taking half day leave bec i am not well,,,
ham,Otherwise had part time job na-tuition..,,,
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,,,
ham,Gud mrng dear hav a nice day,,,
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",,,
ham,"Babe, I need your advice",,,
ham,And maybe some pressies,,,
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",,,
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. �1.50 increments. Help08718728876",,,
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,,,
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.,,,
ham,Tell them u have a headache and just want to use 1 hour of sick time.,,,
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,,,
ham,Great. So should i send you my account number.,,,
ham,What pa tell me.. I went to bath:-),,,
ham,I'm home. Doc gave me pain meds says everything is fine.,,,
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,,,
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,
ham,He needs to stop going to bed and make with the fucking dealing,,,
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,,,
ham,Studying. But i.ll be free next weekend.,,,
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",,,
ham,Yeah that's the impression I got,,,
ham,Yeah right! I'll bring my tape measure fri!,,,
ham,Ok lor �_ reaching then message me.,,,
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,,,
ham,That depends. How would you like to be treated? :),,,
ham,Would really appreciate if you call me. Just need someone to talk to.,,,
ham,Yup i've finished c �_ there...,,,
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",,,
ham, what number do u live at? Is it 11?,,,
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,,,
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",,,
ham,Sorry completely forgot * will pop em round this week if your still here?,,,
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,,,
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",,,
ham,Annoying isn't it.,,,
ham,Can do lor...,,,
ham,Ok lor.,,,
ham,But you were together so you should be thinkin about him,,,
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,,,
ham,Got it. Seventeen pounds for seven hundred ml ��� hope ok.,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,,,
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,,,
ham,Aiyah then i wait lor. Then u entertain me. Hee...,,,
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",,,
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",,,
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,,,
spam,"You've won tkts to the EURO2004 CUP FINAL or �800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,
ham,Ha ha ha good joke. Girls are situation seekers.,,,
ham,At 7 we will go ok na.,,,
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",,,
ham,Hey leave it. not a big deal:-) take care.,,,
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,,,
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",,,
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,,,
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play �250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,
ham,Easy ah?sen got selected means its good..,,,
ham,We are both fine. Thanks,,,
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,,,
ham,I can do that! I want to please you both inside and outside the bedroom...,,,
ham,I attended but nothing is there.,,,
ham,"As usual..iam fine, happy &amp; doing well..:)",,,
ham,"Princess, is your kitty shaved or natural?",,,
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,,,
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",,,
ham,Mm you ask him to come its enough :-),,,
ham,No need lar i go engin? Cos my sis at arts today...,,,
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of�2000 CASH 18+only. To opt out txt X to 07786200117,,,
ham,I tot it's my group mate... Lucky i havent reply... Wat time do �_ need to leave... ,,,
ham,Shall i send that exe to your mail id.,,,
ham,Just nw i came to hme da..,,,
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",,,
ham,When you are big..| God will bring success.,,,
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,,,
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,,,
ham,"Dizzamn, aight I'll ask my suitemates when I get back",,,
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,,,
ham,MMM ... Fuck .... Merry Christmas to me,,,
ham,I am not at all happy with what you saying or doing,,,
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,,,
ham,No need to say anything to me. I know i am an outsider,,,
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,,,
ham,Ay wana meet on sat?�_ wkg on sat?,,,
ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",,,
ham,Or �_ go buy wif him then i meet �_ later can?,,,
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,,,
ham,Early bird! Any purchases yet?,,,
ham,Can... I'm free...,,,
ham,"Good! No, don���t need any receipts���well done! (��_) Yes, please tell . What���s her number, i could ring her",,,
ham,Jay says that you're a double-faggot,,,
ham,Hows the street where the end of library walk is?,,,
ham,So wat's da decision?,,,
ham,"I'll text carlos and let you know, hang on",,,
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,,,
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear..""",,,
ham,"Come to me right now, Ahmad",,,
ham,Moji just informed me that you saved our lives. Thanks.,,,
ham,"Hm good morning, headache anyone? :-)",,,
ham,Can �_ call me at 10:10 to make sure dat i've woken up...,,,
ham,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-).""",,,
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
ham,Ard 4 lor...,,,
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,,,
ham,Hey you around? I've got enough for a half + the ten I owe you,,,
ham,Then u going ikea str aft dat?,,,
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,,,
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,,,
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,,,
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,,,
ham,Or just do that 6times,,,
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,,,
ham,"[��_] anyway, many good evenings to u! s",,,
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THAT��S AL!!!!!!!!!,,,
ham,Have you been practising your curtsey?,,,
ham,That's the way you should stay oh.,,,
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,,,
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",,,
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",,,
ham,Well. Balls. Time to make calls,,,
ham,Going to take your babe out ?,,,
ham,Ok lor...,,,
ham,Hey gals.. Anyone of u going down to e driving centre tmr?,,,
ham,�� give me some time to walk there.,,,
ham,"Well, I meant as opposed to my drunken night of before",,,
ham,Thank you. do you generally date the brothas?,,,
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a �200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 �1.50perWKsub,,,
ham,Love you aathi..love u lot..,,,
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",,,
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,,,
ham,"Sir, Waiting for your mail.",,,
ham,Why i come in between you people,,,
ham,Check with nuerologist.,,,
ham,New car and house for my parents.:)i have only new job in hand:),,,
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),,,
ham,No break time one... How... I come out n get my stuff fr �_?,,,
ham,Shall i start from hear.,,,
spam,URGENT We are trying to contact you Last weekends draw shows u have won a �1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,,,
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",,,
ham,I.ll get there tomorrow and send it to you,,,
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,,,
spam,"Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,,
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,
ham,here is my new address -apples&pairs&all that malarky,,,
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",,,
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a �1500 Bonus Prize, call 09066368470",,,
ham,I am going to film 2day da. At 6pm. Sorry da.,,,
ham,I need to come home and give you some good lovin...,,,
ham,Yes:)here tv is always available in work place..,,,
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,,,
ham,Dont let studying stress you out. L8r.,,,
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,,,
ham,I love you both too :-),,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,,,
ham,I'll talk to the others and probably just come early tomorrow then,,,
ham,Two fundamentals of cool life: \Walk," like you are the KING\""...! OR \""Walk like you Dont care","whoever is the KING\""!... Gud nyt""",
spam,100 dating service cal;l 09064012103 box334sk38ch,,,
ham,I wont. So wat's wit the guys,,,
ham,I liked your new house,,,
ham,i thought we were doing a king of the hill thing there.,,,
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,,,
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,,,
ham,Wife.how she knew the time of murder exactly,,,
ham,I will reach before ten morning,,,
ham,Ok. I asked for money how far,,,
ham,Enjoy ur life. . Good night,,,
spam,"For ur chance to win a �250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",,,
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",,,
ham,Ok i msg u b4 i leave my house.,,,
ham,"K, wat s tht incident?",,,
ham,Check wid corect speling i.e. Sarcasm,,,
ham,Wish u many many returns of the day.. Happy birthday vikky..,,,
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",,,
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",,,
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,,,
ham,"Uncle G, just checking up on you. Do have a rewarding month",,,
ham,What you did in  leave.,,,
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",,,
ham,"Come to mu, we're sorting out our narcotics situation",,,
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,,,
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp �1.50/msg.,,,
ham,Still i have not checked it da. . .,,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",,,
ham,No shoot me. I'm in the docs waiting room. :/,,,
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",,,
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,,,
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?",,,
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",,,
ham,Lolnice. I went from a fish to ..water.?,,,
ham,It's ok i wun b angry. Msg u aft i come home tonight.,,,
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,,,
ham,Match started.india  &lt;#&gt;  for 2,,,
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,,,
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,,,
ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",,,
ham,No my mum went 2 dentist.,,,
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,,,
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,,,
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",,,
ham,"Cool, what time you think you can get here?",,,
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save �s with Free texts/weekend calls. Text YES for a callback orno to opt out,,,
ham,May b approve panalam...but it should have more posts..,,,
ham,I'm in class. Will holla later,,,
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,,,
ham,Hey! There's veggie pizza... :/,,,
ham,"I'm in a meeting, call me later at",,,
ham,Dunno y u ask me.,,,
ham,But i dint slept in afternoon.,,,
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",,,
ham,What's a feathery bowa? Is that something guys have that I don't know about?,,,
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",,,
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a �500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",,,
ham,ILL B DOWN SOON,,,
ham,I want snow. It's just freezing and windy.,,,
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",,,
ham,Your bill at 3 is �33.65 so thats not bad!,,,
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,,,
ham,"Haha yeah I see that now, be there in a sec",,,
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",,,
ham,S:)8 min to go for lunch:),,,
ham,Are you planning to come chennai?,,,
ham,We have pizza if u want,,,
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,,,
ham,"K, can I pick up another 8th when you're done?",,,
ham,I'm fine. Hope you are also,,,
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",,,
ham,What is this 'hex' place you talk of? Explain!,,,
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",,,
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,,,
ham,Really do hope the work doesnt get stressful. Have a gr8 day.,,,
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",,,
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,,,
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",,,
ham,Ugh I don't wanna get out of bed. It's so warm.,,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,,,
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p�3.99,,,
ham,Where at were hungry too,,,
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",,,
ham,Every day i use to sleep after  &lt;#&gt;  so only.,,,
ham,Goodmorning sleeping ga.,,,
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",,,
ham,1's reach home call me.,,,
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,,,
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",,,
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,,,
spam,You have WON a guaranteed �1000 cash or a �2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,,,
ham,Oh ho. Is this the first time u use these type of words,,,
ham,Short But Cute : \ Be a good person ," but dont try to prove\"" ..... Gud mrng...""",,
ham,You have got tallent but you are wasting.,,,
ham,Oh k :)why you got job then whats up?,,,
ham,I HAVE A DATE ON SUNDAY WITH WILL!!,,,
ham,thanks for the temales it was wonderful. Thank. Have a great week.,,,
ham,If he started searching he will get job in few days.he have great potential and talent.,,,
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,,,
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,,,
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,,,
ham,I dont want to hear philosophy. Just say what happen,,,
ham,Waiting in e car 4 my mum lor. U leh? Reach home already?,,,
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,,,
ham,At what time are you coming.,,,
ham,"Come round, it's . ",,,
ham,Ok no prob...,,,
ham,Havent shopping now lor i juz arrive only,,,
ham,"Bill, as in: Are there any letters for me. i�۪m expecting one from orange that isn�۪t a bill but may still say orange on it.",,,
ham,ALRITE,,,
ham,Wait  &lt;#&gt;  min..,,,
ham,Shall i come to get pickle,,,
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,,,
ham,"K, can that happen tonight?",,,
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,,,
ham,Dear i have reache room,,,
ham,Same to u...,,,
ham,A guy who gets used but is too dumb to realize it.,,,
ham,What time you coming down later? ,,,
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",,,
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",,,
ham,Well there's still a bit left if you guys want to tonight,,
ham,Hey happy birthday...,,,
ham,Sorry da. I gone mad so many pending works what to do.,,,
ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",,,
ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,,,
ham,Probably earlier than that if the station's where I think it is,,,
ham,"Tick, tick, tick ... Babe",,,
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,,,
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,,,
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,,,
ham,Compliments to you. Was away from the system. How your side.,,,
ham,You will go to walmart. I.ll stay.,,,
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,,,
ham,He is world famamus....,,,
ham,I am not sure about night menu. . . I know only about noon menu,,,
ham,"Thanx 4 the time we��ve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",,,
ham,"alright, I'll make sure the car is back tonight",,,
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,,,
ham,Are you this much buzy,,,
ham,Pls pls find out from aunt nike.,,,
ham,Hey what's up charles sorry about the late reply.,,,
ham,Am i that much dirty fellow?,,,
ham,U too...,,,
spam,Todays Voda numbers ending 1225 are selected to receive a �50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,,,
ham,Smith waste da.i wanna gayle.,,,
